occupation,post
Construction,"Construction Executive
About the job
Overview

Do you consider yourself to be a highly technical, strong communicator with the desire to work in a team environment on complex projects? Gilbane is seeking a Construction Executive to be responsible for overseeing the daily field operations of the Buiness(es) or Division.

Who are we? 

As a Top-10 ENR Contractor, Gilbane is a family-owned business with 45 offices that has been shaping communities since 1870. Consistently recognized as one of the most reputable construction management firms in the country, Gilbane is committed to delivering projects safely and on-time. You will have the opportunity to build schools, labs, hospitals, corporate offices, sports arenas and more!

We are dedicated to building a diverse, inclusive and authentic workplace, so if you’re excited about this role but your past experience doesn’t align perfectly with every qualification in the job description, we encourage you to apply anyway. You may be just the right candidate for this or other roles.

Who are you? 

You are a coach/leader who leads with an inclusive and empathetic mindset. You provide feedback and guidance to help others excel in their current or future roles. You determine priorities, delegate work, and effectively communicate progress. You establish measures to assess the impact, quality, and timeliness of results while praising successes and sharing lessons learned. You build high performing teams by attracting, engaging, developing, and retaining talented individuals through motivation and discipline to maximize impact on the organization and the individual.

You leverage business insights by understanding industry trends, local market/economic conditions, and Gilbane’s business model to make critical decisions and create competitive advantage. You deploy a strategic mindset when considering solutions to long-term opportunities and risks that may develop in the future.

Your core values match Gilbane’s: Integrity, Caring, Teamwork, Toughmindedness, Dedication to Excellence, Discipline, Loyalty, and Entrepreneurship.

What’s in it for you? 

Gilbane offers employees multi-dimensional training opportunities through a number of resources. While managing your responsibilities to projects, you will be able to enroll in trainings through our award-winning Gilbane University to build leadership and technical skills. In addition, you would work with an experienced team which provides you with the opportunity to learn new industry skills every day. You will protect and promote the interests of both Gilbane and the client in all matters as well as demonstrating the personal characteristics of a developing leader.

Responsibilities
* Be the “Master Builder” in the Business / Division, advising teams from pre-sell through closeout on all topics related to field execution, including but not limited to site utilization, scheduling/phasing, trade contractor management, etc. 
* Establish and monitor reporting requirements and accountability metrics for jobsite safety and quality across the Business(es) / Division. 
* Lead deployment of site services utilization for all projects in the Business(es) / Division in coordination with Business(es) / Division Core Team and Enterprise site services team. 
* Ensure continuity and consistency in process execution of field management, including Baseline and Jobsite adherence. 
* Act as Senior General Superintendent when necessary on troubled projects. 
* Participate in and take action where necessary in monthly Project Vitals / Project Financial Forecasts (PFF), Claims Assessments, and Health Assessments and take immediate action(s) with team to keep projects on track without surprises. 
* Coordinate with Operations Manager related to staffing / resource management for field roles. 
* Community outreach - grow and foster relationships in the local market with subcontractors, unions, trade training programs, etc. 
* Support the success of superintending and self-perform site services staff through recruiting, training, mentoring/coaching, career development, and related activities. 

Experience/Education

Qualifications 
* BS OR MS degree in Engineering or Construction Management
* 10+ years in the lead role on projects valued at $50 million or larger
* Or equivalent combination of education and experience

Knowledge, Skills & Abilities
* Strong technical and communication skills are critical
* Ability to work in a team environment
* Leadership and management skills
* Knowledge of Prolog, Microsoft Office (preferred)

Salary to be determined by the education, experience, knowledge, skills, and abilities of the applicant, internal equity, and alignment with market data.

For California, this ranges from $206,300 - $283,600 plus benefits and retirement program.

Gilbane offers an excellent total compensation package which includes competitive health and welfare benefits and a generous profit-sharing/401k plan. We invest in our employees’ education and have built Gilbane University into a top training organization in the construction industry. Qualified applicants who are offered a position must pass a pre-employment substance abuse test.

Gilbane is an Affirmative Action/Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to age, color, national origin, race, religion, sex, sexual orientation, gender identity, protected veteran status, or disability status."
Construction,"Construction Superintendent
About the job
We are looking for a Tenant Improvement Superintendent with at least 4 years of commercial construction experience, particularly in sectors such as banking, government, retail, and fast food. This position will focus on overseeing and leading construction projects, with key responsibilities including:

Key Responsibilities:
* Supervise, manage, and mentor assistant superintendents.
* Develop and maintain construction schedules, monitor project progress, and assess the impact of any changes.
* Oversee jobsite logistics while fostering positive relationships with surrounding communities and building occupants.
* Work with authorities to ensure project occupancy milestones are met.
* Coordinate the scopes, schedules, and resource allocation for subcontractors.
* Support the professional development of foremen, preparing them for potential superintendent roles.
* Serve as the primary on-site liaison for clients and design teams.

Qualifications:
* We are looking for candidates who are adaptable, detail-oriented, and able to manage multiple tasks simultaneously. Key qualifications include:
* Strong communication and problem-solving skills, with the ability to address complex issues.
* Proven ability to collaborate effectively within a team.
* Proficiency with Microsoft Office Suite and project management software (such as Autodesk or similar).
* Experience creating construction schedules in Microsoft Project.
* Demonstrated leadership experience.
* OSHA 30 certification is required.
* Ability to travel as needed.

If you have a strong track record in commercial construction and are ready to take on a leadership role in a dynamic and fast-paced environment, we encourage you to apply."
Construction,"Construction Manager
About the job
4C Group is the result of a visionary merger between three distinguished companies, united to create a singular, collaborative powerhouse in luxury home design and construction. Founded by Josh Phillips and Solim Gasparik, 4C Group seamlessly integrates the expertise of 4C Architecture, PC Interiors, and Phillips Development, setting a new standard for bespoke living spaces in Park City and the Greater Park City Area. With construction contract values ranging from $4 million to $20 million, our projects are a testament to our commitment to quality, elegance, and meticulous attention to detail. From conceptual design to the final build, 4C Group provides an integrated approach that ensures every aspect of your home is meticulously crafted to perfection. Our team’s extensive experience and deep understanding of luxury living enable us to create homes that are both beautiful and enduring.

We are seeking a highly skilled and experienced Construction Manager to oversee and manage the construction of high-end residential projects. The ideal candidate will have a strong background in procurement and supply chain management, budget management, and collaboration with various stakeholders to ensure the successful completion of luxury home construction projects.

Key Responsibilities:
1. Procurement and Supply Chain Management: - Source materials, equipment, and subcontractors required for construction projects. - Evaluate vendor proposals, negotiate contracts, and establish vendor agreements. - Ensure the timely and cost-effective procurement of all necessary materials and services.
2. Budget Management: - Monitor project expenditures and financial performance against budgetary constraints. - Identify cost-saving opportunities and potential budget overruns, and take appropriate actions to mitigate risks. - Ensure project profitability by managing the project budget to prevent cost overages, buyout savings, and general efficiencies.
3. Collaboration and Coordination: - Work closely with architects, interior designers, and other stakeholders to ensure project requirements are clearly understood, integrated, and maintained throughout the construction process. - Manage plans, specifications, selections, purchase orders, change orders, and other project documentation. - Collaborate with the Senior Project Manager and Field Manager to create and maintain comprehensive project schedules, ensuring adherence to deadlines and milestones.
4. Project Administration: - Be an active partner with the Field Manager to facilitate the administrative needs of the project, allowing the Field Manager to properly manage the onsite construction. - Ensure all project documentation is accurate, up-to-date, and easily accessible.
5. Risk Management and Quality Control: - Identify potential risks and develop strategies to mitigate them. - Ensure all construction activities comply with relevant regulations, standards, and quality requirements.
Qualifications:
- Proven experience in managing luxury home construction projects.
- Strong knowledge of procurement and supply chain management principles.
- Excellent budget management skills with a track record of managing project budgets effectively.
- Ability to collaborate with architects, interior designers, and other stakeholders.
- Strong organizational and project management skills.- Excellent negotiation and communication skills.
- Ability to work under pressure and meet tight deadlines.
Benefits:
- Competitive salary and benefits package.
- Opportunity to work on prestigious and high-end residential projects.
- Collaborative and dynamic work environment.
Job Type: Full-time

Pay: $80,000.00 - $105,000.00 per year

Benefits:
* Dental insurance
* Health insurance
* Paid time off
* Vision insurance
Schedule:
* 8 hour shift
* Monday to Friday
Experience:
* Project management: 2 years (Required)
Ability to Commute:
* Park City, UT 84098 (Required)
Work Location: In person"
Teacher,"Special Education Teacher
About the job
Join Our Team at The Helix School: Special Education Teachers Wanted!

Are you ready to transform the lives of neurodivergent students while growing your career in an innovative and supportive environment? The Helix School is looking for compassionate and dynamic Special Education Teachers for the 2024-2025 school year! If you're committed to creating inclusive, empowering spaces where students can thrive academically and socially, we would love to hear from you.

Why Work with Us?

At The Helix School, we’re not just a school; we’re a close-knit, mission-driven community. We provide individualized education, therapeutic support, and a focus on social-emotional learning for neurodivergent students. By joining us, you’ll be part of a forward-thinking team that values collaboration, personal growth, and innovation in education. We also offer:

* Competitive salaries and comprehensive benefits
* Opportunities for continuing education and professional development
* A supportive team culture where your voice is valued

About the Role:

As a Special Education Teacher at The Helix School, you will be central to creating a meaningful educational experience for neurodivergent students. You’ll be empowered to design dynamic, student-centered learning experiences that challenge and inspire each student to achieve their personal best.

Your Key Responsibilities Will Include:

Innovative Curriculum Design
* Develop engaging lessons tailored to each student’s unique needs using cutting-edge, evidence-based approaches.
* Foster creativity, problem-solving, and life skills through hands-on, interactive learning experiences.

Individualized Instruction & IEP Development
* Create and implement individualized education plans (IEPs) that support academic and emotional growth.
* Differentiate instruction to meet students where they are and guide them toward success, using data to inform strategies.

Social-Emotional Growth
* Build strong connections with students, guiding them through structured activities to develop social skills and independence.
* Encourage self-confidence and meaningful relationships in a safe, inclusive environment.

Collaboration & Teamwork
* Work hand-in-hand with a multidisciplinary team of specialists, including speech and occupational therapists, behavior analysts, and clinicians.
* Engage with families as true partners in their child's education, ensuring seamless communication and collaboration.

Qualifications:
* Special Education teaching certification, preferably with a focus on Autism Spectrum Disorders.
* Strong background in evidence-based practices, behavior management, and IEP development.
* Effective communication and collaboration skills, with a desire to work in a multidisciplinary, family-centered environment.
* Creativity, flexibility, and a passion for improving the lives of neurodivergent students.

How to Apply:
* If you’re excited about creating transformative educational experiences for exceptional students, we invite you to apply today. Join us at The Helix School, where we’re shaping a brighter future—one student at a time."
Teacher,"Montessori Teacher
About the job
Immediate Position: Montessori Guides 

Location: Tampa-Florida

(US Applicants ONLY)

Join the pioneering team at Life International Academy as we launch our foundation year! We're on the lookout for exceptional Lower & Upper Montessori Guides to lead two montessori villages ; Lower EL (1st-3rd) and Upper EL (4th-5th) with intimate class sizes of just 10-15 students. If you're passionate about inspiring young minds, skilled in Montessori philosophy, Project-Based Learning (PBL),and have a love for the outdoors, gardening, and sustainable projects, this is the opportunity for you!

About Us: Life International Academy is a micro-school offering a unique educational environment focused on life skills, multilingualism (Mandarin, Spanish & Arabic ), and outdoor environmental studies. We prioritize hands-on learning experiences and minimal screen time to cultivate a serene and engaging atmosphere where every student thrives. Our curriculum is based on the true principles of Montessori Philosophy & Nature-inspired education.

Our Mission: To provide a global education that celebrates humanity, diversity, and Earth; To empower students with academic excellence grounded in ethical values, nurturing them into global change-makers.

Qualifications:

* At least a Bachelor's degree in Education or related field.
* Knowledge in Montessori philosophy , PBL and Differentiated instruction.
* Teaching certificate or Montessori Training is a plus. 
* Must have at least 4 years of experience in a progressive educational setting.
* Demonstrated ability to design and implement innovative curriculum and teaching strategies for our life-skills based learning approach.
* Technology proficiency, including expertise in Student information system, Google Classroom, Microsoft Office and curriculum development software.
* Commitment to promoting Grace & Courtesy, Ethical values, and Sustainable living practices.
* Excellent communication and interpersonal skills, with the ability to collaborate effectively with colleagues, students, and families.
* All staff will undergo background checks and screening prior to their start date.
* Must be eligible to work in the US.

Benefits (Full-time):

* Competitive salary commensurate with experience and qualifications.
* Opportunity for Montessori certificate training.
* Annual health insurance stipend.
* Faculty children tuition discount.
* Faculty uniforms and School lunch program provided. In life we are committed to the health and wellbeing of our team.
* Professional development opportunities to deepen understanding of Montessori education and life-based learning.
* Supportive and collaborative work environment committed to the well-being and growth of every staff member.
* Opportunity to make a meaningful impact on the lives of children and contribute to building a better, more peaceful world.

Compensation:

Starting salary ranges for Elementary Teacher $45,000 to $55,000 based on experience, degrees and qualifications with bonus opportunities for work during summer and breaks.

To apply follow the steps:

* Please submit an application on our website: www.Lifeia.or/career
* Email us your resume, cover letter, and professional references to: Career@lifeia.org

Life International Academy is an equal opportunity employer welcoming applicants from diverse backgrounds and experiences to join our community in shaping the future of education. Must be Us Citizen and legal to work in the US."
Teacher,"Elementary School Teacher
About the job
Zeta is offering a limited-time $10,000 signing bonus to NYS certified (initial or professional only) candidates who start their first day in this role in September 2024.

Follow your passion

Are you looking to make a BIG impact? At Zeta, we pursue an unprecedented combination of high academic achievement and social-emotional development for our students. We insist that every student receives a world-class education while fostering a love for learning. We are passionate about changing the landscape of public education in New York City and beyond, and we are uncompromising in our mission.

Currently, we operate multiple elementary and middle schools in the Bronx and Upper Manhattan. We plan to grow and open 1-2 schools each year because children in every community deserve excellent, equitable education. Join our growing team today, and be a change agent for children.

For this role in particular, we are looking for candidates for the following Zeta schools:

* Zeta Bronx Mount Eden Early Childhood School (1325 Jerome Ave., Bronx, NY 10452)
* Zeta Bronx Mount Eden Elementary School (1475 Macombs Rd. Bronx, NY 10452)
* Zeta Bronx Tremont Park Elementary School (1910 Arthur Ave., Bronx, NY 10457)

Deliver powerful results 

To achieve our vision, we are searching for Elementary Head Teachers with a Bachelor’s degree and at least 1-2+ years of lead teaching experience (NYS initial or professional certification preferred) with a proven record of propelling extraordinary student growth.

Responsibilities: 
* Plan inquiry-based, academically rigorous lessons that inspire curiosity in all students
* Build a classroom culture that fosters students’ genuine love for learning and creates a sense of community for our families
* Internalize and deeply understand Zeta’s academic content and social-emotional curriculum
* Utilize data-driven approaches and teaching resources to drive student achievement
* Develop authentic, meaningful relationships with students and families to support students’ personal and academic growth
* Collaborate with colleagues and participate in weekly professional development opportunities with leaders and colleagues to benefit from feedback that will help you grow as an educator

Join our purpose-driven community 
* eta teammates are lifelong learners who live with child-like joy and a deep sense of purpose. We disrupt the status quo and tackle problems together. Our team stands united by our commitment to a limitless future for every child. Our Zeta team is comprised of top talent with incredible schooling and private sector experience. At Zeta:
* We are passionate about our mission of providing world-class education to all students
* We bring a mindset of growth, flexibility, and openness to feedback
* We are hungry and determined to not only meet our goals, but surpass them
* We are humble, willing to put the team’s needs ahead of our own, and committed to contributing to a collaborative work environment
* We have a high bar for excellence and sweat over the details
* We are caring and put team over individual at all times

We are hiring for an immediate start date in September 2024. The salary range for this position is between $62,000 and $106,000. New hires can expect to be brought into the organization at a salary at or near the start of the range, depending on relevant experience teaching in a lead capacity in a school, NYS teacher certification status, and internal equity. Compensation is based on our salary scales.

How does Zeta invest in you? 

We offer great benefits: 
* Comprehensive and affordable medical, dental, and vision plans
* Flexible spending accounts for eligible medical purchases and commuter expenses
* 403(b) retirement plan; Zeta offers matching contributions toward your savings
* Competitive compensation

We provide awesome perks: 
* MacBook Air
* Zeta swag
* Specified monthly reimbursement for use of mobile phone
* Fully stocked teacher workrooms with favorite snacks and Nespresso machine
* NYC’s finest sweet treats
* Team outings

We care deeply about your personal and professional growth: 
* Clear pathway to professional growth
* Consistent feedback and support from managers and teammates
* Community Circle practice to build and strengthen our sense of team
* Interactive Mindfulness and DEIJ programming

Apply Now!

Equity is at the heart of our mission. We have a deep commitment to pursuing diversity and striving for equity. Zeta is an equal opportunity employer. Candidates of all backgrounds are encouraged to apply. Work authorization is required (candidate must have permanent authorization to work in the U.S.)."
Teacher,"2nd Grade Teacher
About the job
Start Date: ASAP
School: Columbia Heights Elementary Academy
Reports to: Principal

Overview

Prodeo Academy, a network of public charter schools serving the Twin Cities, is a meaningful education solution that is closing the opportunity gap through data-driven instruction in a culture based on a foundation of five core values: Perseverance, Respect, Integrity, Development, and Engagement. Shared expectations around these values enhance the opportunity for our scholars to reach their full potential. We are looking for team members committed to helping our students access greater opportunities, achieve future success, and contribute to the vitality of our community.

VISION FOR POSITION

Classroom Teachers are committed members of a grade-level team that is closing the opportunity gap for not only the students in their classroom and grade but also the school. A Prodeo Academy Classroom Teacher is intensely focused on each student’s growth. To do this, the Classroom Teacher provides a loving, structured classroom rooted in high expectations for behavior and learning. The Classroom Teacher will report to the Principal and will work in partnership with all members of the school team and the Grade Team Leader. This opportunity is ideal for someone who is energized by challenging work, hungry for feedback, and able to work collaboratively across lines of difference with an emphasis on cultural sensitivity and inclusiveness.

CORE RESPONSIBILITIES

Instruction
* Provides targeted instruction to students
* Adopts and articulates the most effective instructional practices
* Works hard to be an expert in the curriculum

Classroom Management
* Radiates warmth; is a positive presence when standing in front of students
* Speaks with leadership and confidence
* Creates a safe, predictable environment for students; has high expectations for students
* Values school-wide consistency and implementation of the most effective practices, follows school’s Common Picture routines, procedures, and expectations

Data Analysis
* Sets and achieves ambitious goals with students
* Manages and shares data regularly
* Identifies strengths and growth areas in classroom/ grade level/ schoolwide data and gets “granular” – will pinpoint trends in small group and individual students’ data
* Develops Data-Driven plans every 6 weeks for small groups and individuals

Professional Development
* Attends all professional development offered by the school, including a 2-week training in August
* Attends coaching meetings, is receptive to frequent observations, and implements feedback
* Is organized and well-prepared for all sessions
* Follows through on next steps from professional development
* Works hard to achieve professional goals

Grade Team Participation
* Attends, participates, and presents during weekly meetings
* Approaches teamwork with humility and offers help even when it hasn’t been asked for
* Shares resources, plans, and ideas openly

Communication
* Recognizes when a student’s situation is urgent and prioritizes accordingly
* Checks and responds to email and phone messages within 24 business hours
* Speaks kindly of others at all times
* Stays solutions-orientated when faced with complex challenges

SKILLS
* Outstanding attention to detail and willingness to get the job done
* Excellent organizational, planning, and implementation skills
* Ability to communicate and interact effectively with multiple stakeholders
* Able to multitask and work in a fast-paced entrepreneurial environment

EDUCATION AND EXPERIENCE
* Education required: BA/BS degree
* Certification/Licensure Required: Licensure in the area of teaching assignment
* Record of exemplary results with students
* Knowledge and application of assessment tools and data management

COMPENSATION
* Salary for this position is competitive and commensurate with experience, educational background, and academic outcomes. Prodeo's total rewards program offers benefits that are the best fit for you at every stage of your career including:
* Comprehensive healthcare options (Medical, Dental, and Vision)
* Retirement planning through Teacher's Retirement Association (TRA)/Public Employee Retirement Association (PERA) and optional 403B plans
* Generous Paid time off, federal holidays, and academic breaks throughout the school year
* Staff Daycare (Columbia Heights Campus only)
* Leadership Development Opportunities including Grade Team Leadership, Instructional Coach, Data Team Leadership, and Extracurricular Coaching

Prodeo Academy is an equal opportunity employer. We do not discriminate on the basis of race, gender, handicap, age, religion, sexual orientation, or national or ethnic origin. We are committed to hiring a diverse and multicultural staff and encourage applications from traditionally under-represented backgrounds."
Teacher,"K-12 Teacher - Elementary, Middle, High School Teacher
About the job
Company Description

Uncommon Schools is a nonprofit network of high-performing, public charter schools providing an outstanding K-12 education in historically under-resourced communities. We have proudly built schools that reflect our student population, with more than 60% of our teachers and staff across our network identifying as a person of color. Uncommon currently manages 52 schools serving 19,000 students in five cities: Boston, Camden, New York City, Newark, and Rochester. We are proud that Uncommon graduates persist in and graduate from college at five times the rate of their peers nationally. We achieve this by offering strong academic, co-curricular, and social-emotional learning that prepares students for success in college and beyond.

Job Description

All Uncommon Schools teachers hold primary responsibility for the implementation of Uncommon’s curriculum and the success of our students. Therefore, Uncommon Schools seeks teachers who are committed to becoming best-in-class educators, who are continuously improving instructional practices through collaboration and targeted development within their school community. We are currently seeking both experienced and apprentice teachers for all grades and all subjects for the 22-23 school year.

Specific Responsibilities

* Implement curricula and activities to meet our high academic standards
* Analyze assessments that measure progress towards these standards and use this assessment data to inform and differentiate instructional practices
* Focus constantly on student learning, thinking critically and strategically to respond to student learning needs
* Create a positive, structured learning environment to ensure that students observe the school’s core values, high expectations, and code of conduct
* Communicate effectively with students, families, and colleagues
* Commit to continual professional growth, participating actively in our annual, three-week staff orientation training in August and instructional training throughout the school year
* Participate and support grade-level activities and school-wide functions throughout the school-year

Qualifications

Strong applicants for all teaching roles (new and experienced) will possess the following:

* Relentless drive to improve the minds, characters & lives of students both in and out of school
* Unwavering commitment to urban youth achieving greatness
* Belief in and alignment with Uncommon’s core beliefs and educational philosophy is a must
* Mastery of and enthusiasm for relevant academic subjects
* Evidence of self-motivation, willingness to be a team player, and a strong sense of personal responsibility
* Ability and desire to implement feedback from school leaders and colleagues to become a more effective educator in service to our students. 
* A background in education is not required for new teachers, but strong candidates should show a demonstrated passion for working with K-12 students and prior experience working in schools and/or urban communities is preferred.

Additional Qualifications For Experienced Teachers

* Proven track-record of high achievement in the classroom
* Minimum of two years teaching experience in an urban public school or charter school setting preferred
* Valid State Certification and Master’s degree are helpful but not required.

Minimum Qualifications

* Candidates must have received a Bachelor's degree from a college or university before employment begins
* Candidates must have also earned a cumulative Grade Point Average (GPA) of 2.75 or higher by the time employment begins

Additional Information

Our people are what makes us Uncommon.  We offer competitive compensation and comprehensive benefits that support the personal health, wellness, and finances of our staff and their families.

Compensation for this position: The starting compensation for this role based in Newark is between $59,000 to $83,000. The starting pay will depend on various factors including but not limited to relevant professional experience, education, certifications, and tenure with Uncommon Schools. Because we value staff tenure in a role, we do not currently cap salary ranges for current staff members.

Other Benefits

* Generous paid time off inclusive of sick time and school breaks (spring, winter, and summer) + additional sustainability half days throughout the school year
* Extensive, best-in-class training and development 
* Choice of 3 comprehensive health insurance plans
* Pre-tax flexible spending and health saving accounts
* Financial planning & wellness
* New Jersey Pension program
* 529 college savings program
* Public Service Loan Forgiveness application assistance
* Financial planning tools and assistance
* Dependent Care FSA, back up childcare and daycare discounts
* Paid leave of absence
* Fully paid parental leave
* Fully paid medical leave
* Additional paid Short Term and Long Term Disability insurance 
* Mental health and counseling support + wellness benefits

Uncommon believes in the importance of being a diverse, equitable, and inclusive organization that enables our students and staff to thrive. We are committed to building an exceptional team that reflects the diverse backgrounds and experiences of our students. We also strive to ensure an inclusive community by creating a space for meaningful dialogue about issues of race and identity for our staff and students. As an equal opportunity employer, Uncommon provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. We also ensure that individuals with disabilities receive all privileges and benefits associated with employment and are provided reasonable accommodations for the interview process and to perform core job functions. If you would like to request an accommodation, please email recruitment@uncommonschools.org."
Teacher,"Elementary School Teacher
About the job
Open Positions - Immediate Hire

Elementary Science Teacher 

Elementary ELA
Kindergarten Teacher
Grades K-2 SPED/ICT

Teacher Vision

Pharos Academy Charter School is looking for a teacher who is an “uber” kid person. The ideal candidate absolutely loves to teach, train, and push students both academically as well as behaviorally. There is an understanding that messing up and failure is a natural and welcomed part of the learning process. In this teacher’s classroom, all students are treated with dignity at all times and students are taught non-academic skills like hard work, collaboration, kindness, and receiving feedback.

What We Are Looking For
* Commitment to daily and long-term instructional planning and preparation to ensure students get the most out of each class.
* Commitment and drive to constantly learn and improve practice through implementing feedback from instructional leadership, peers, parents, and students to better serve and meet the needs of all students.
* Commitment to using data to improve short term and long-term student achievement goals.
* Full accountability for student academic outcomes and classroom culture and a steadfast belief that all students can achieve.
* Commitment to being a team player (crew member) and belief in Pharos Academy’s core beliefs and educational viewpoint.

What We Offer You
* Competitive salary based on performance driving student outcomes. Starting salary for teachers is $80,000.
* $500/mo rent stipend offered to new teachers who relocate to the Bronx (up to 3 years).
* 401k plan with employer matching of 5 percent.
* Comprehensive benefits package - Medical/Dental/Vision
* Employee Assistance Program (EAP) to further support employees.
* Classrooms fully stocked with 1:1 technology and all essential classroom supplies.

*Starting salary for this position is $80,000. Compensation is based on years of experience as well as performance metrics.

How We Support Growth & Development
* Weekly one-on-one instructional coaching.
* Weekly school-wide or departmentalized professional development.
* Summer Professional Development Institute.

Qualifications
* Bachelor’s degree in education or related field of study with a minimum grade point average of 2.50 overall.
* Strong love and commitment to helping students work through mistakes while building pro-social and academic skills.
* Experience working with school-aged children in an academic or youth development setting
* Experienced teachers must show a proven track record of achievement in the classroom.
* Must have a minimum of 1 full year of lead teaching experience in an elementary level position.

Additional Information
Pharos Academy is committed to creating a diverse, equitable and inclusive environment for all teachers and staff members. As an equal opportunity employer, we hire without consideration to race, religion, creed, color, national origin, age, gender, sexual orientation, marital status, veteran status or disability."
Teacher,"Middle School Teacher
About the job
Our Commitment:

Amber Charter Schools understands specific groups are subject to marginalization. We believe these powerful groups should be centered in our community and are highly encouraged to apply. We are an Affirmative Action and Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation/affectional preference, gender (including gender nonconformity, status as a transgender or transsexual individual, and gender identity or expression), sexual and reproductive health decisions, national origin, ethnicity, ancestry, citizenship,age, familial status, partnership status, caregiver status, pregnancy status, uniformed service, military and veteran status, employment status, disability, political affiliation, height, weight or any other characteristic protected by federal, state or local law, rule or regulation.

Position Summary

The Amber Charter School Classroom Teacher understands and promotes the school’s mission, vision, objectives, and policies both within and outside the immediate school community. The Classroom Teacher is responsible for providing a classroom/instructional program that supports the individual needs of all children in accordance with the school’s mission and values established by the school.
Note: We are currently looking for an ELA Teacher. This role is for our Kingsbridge Middle School located at 532 W 215th St, New York, NY 10034

Essential Responsibilities

Curriculum Implementation:
* Develop and implement lesson plans that align with the school's curriculum and educational standards.
* Foster a love for learning through creative and interactive teaching methods.

Classroom Management:
* Establish and maintain a positive and inclusive classroom atmosphere conducive to learning.
* Implement effective behavior management strategies to ensure a respectful and focused learning environment.

Student Assessment:
* Assess students' progress through regular evaluations and provide constructive feedback.
* Collaborate with colleagues to analyze assessment data and adjust teaching strategies accordingly.

Parent Communication:
* Maintain open and regular communication with parents or guardians regarding student progress, achievements, and areas for improvement.
* Organize and participate in parent-teacher conferences.

Collaboration:
* Work collaboratively with other teachers, specialists, and support staff to create a cohesive and supportive educational team.
* Participate in professional development opportunities to enhance teaching skills.

Incorporate Technology:
* Integrate technology into the curriculum to enhance and support the learning experience.
* Ensure students are proficient in essential digital skills.

Cultural Competence:
* Foster a culturally competent and inclusive learning environment that respects and celebrates diversity.
* Incorporate diverse perspectives and materials into the curriculum.

Professional Development:
* Engage in continuous professional development to stay current with educational trends and best practices.
* Pursue opportunities for further education and training.

* Required Experience and Qualifications
* Bachelor’s Degree
* Strong knowledge of pedagogical theories, child development, and effective teaching strategies.
* Excellent communication and interpersonal skills.
* Ability to create a positive, safe, and inclusive classroom environment.
* Technological proficiency for incorporating digital tools into teaching.
* Familiarity with high-quality curriculum programs.
* A high degree of comfort and confidence planning and implementing rigorous, engaging, and effective instruction.
* Capacity to develop strong relationships based on trust, respect, effective communication, and common goals.
* Ability to prioritize and manage multiple obligations and initiatives, strong attention to detail, and excellent time management.
* Strong command of all Microsoft Office and Google drive programs.
* Excellent interpersonal and communication skills.
* Completion and pass pre-employment Fingerprinting and Reference check process.
* Legally eligible to work in the United States.
* Perform other duties as assigned.

Preferred Experience and Qualifications
* 2 years experience as a lead teacher in a middle school setting
* Masters Degree in the field of education
* NYS teaching certification
* Ability to speak, read, write, and understand the Spanish language

Amber’s Expectations
* Regular attendance and punctuality
* Well-groomed and able to maintain a professional appearance
* Organizational fit for Amber culture, that is, exhibit the Amber Traits of Achievement, Community, Responsibility, Honesty, and Respect
Equipment
* Laptop, Promethean board, classroom, and office equipment
Work Schedule
* 10-month work schedule
Work Environment/Physical Effort
* Regularly required to sit, stand for long periods of time, walk, climb stairs, speak loudly and clearly, visually observe, hear, operate a computer, and other classroom, school, and office equipment, reach with hands and arms, bend down, and must occasionally lift, move and/or support up to 20 pounds. Work is being performed in a traditional multi-floor school environment with limited to no elevator access.

Compensation
Amber Charter Schools strictly follow a salary schedule for each role to ensure our continued commitment towards pay equity. The expected salary range for this role is $62,530- $104,163, depending on verified relevant work experience, highest level of completed education, and required certifications and/or licenses for the role. This is an exempt position.

Who We Are:
In addition to Amber’s competitive salaries, Amber offers opportunities for supplemental compensation, an excellent benefits package starting on day 1, including medical plans averaging a $55 employee contribution monthly for single coverage (with dependent options available and averaging $92-$124 per month), dental & vision coverage, a 403(b) retirement savings plan with an organization-paid contribution after 1-year, various supplemental benefit options such as life insurance, short-term and long-term disability coverage, pre-tax commuter & transit benefits and flexible spending/health reimbursement accounts, longevity and referral bonuses, generous paid time off, access to a federal student loan debt reduction program, professional development and a friendly work environment."
